,symptom,expected_disease,gpt-4o-mini,gemini-1.5-flash,gpt-4o-mini_accuracy1,gpt-4o-mini_accuracy2,gpt-4o-mini_accuracy_overall,gemini-1.5-flash_accuracy1,gemini-1.5-flash_accuracy2,gemini-1.5-flash_accuracy_overall
204,"I have been having to pee a lot more often than usual. Sometimes it hurts when I pee and the pee is bloody and smells bad. I think I have an infection, what do I do?",urinary tract infection,"1. urinary tract infection (uti) - [true]
2. kidney stones - [also_possible]
3. bladder infection - [true]
4. interstitial cystitis - [more_info]","1. urinary tract infection (uti) - [true]
2. kidney infection (pyelonephritis) - [also_possible]
3. bladder cancer - [more_info]
",1,1,1,1,1,1
205,"I have been having to pee a lot more often than usual. Sometimes it hurts when I pee and the pee is bloody and smells bad. I think I have an infection, what do I do?",urinary tract infection,"1. urinary tract infection (uti) - [true]
2. kidney stones - [also_possible]
3. bladder infection - [true]
4. interstitial cystitis - [false]
5. prostatitis (if applicable) - [more_info]","1. urinary tract infection (uti) - [true]
2. kidney infection (pyelonephritis) - [also_possible]
3. bladder cancer - [more_info]
",1,1,1,1,1,1
206,"I have heartburn and indigestion. I regularly throw up everything I eat, and swallowing is difficult for me since food gets stuck in my throat. I'm experiencing pain in my upper abdomen.",gastroesophageal reflux disease,"1. gastroesophageal reflux disease (gerd) - [true]
2. esophageal stricture - [true]
3. peptic ulcer disease - [also_possible]
4. achalasia - [more_info]","1. gastroesophageal reflux disease (gerd) - [true]
2. esophageal cancer - [also_possible]
3. achalasia - [also_possible]
4. peptic ulcer disease - [also_possible]
",1,1,1,1,1,1
207,"I have heartburn and indigestion. I regularly throw up everything I eat, and swallowing is difficult for me since food gets stuck in my throat. I'm experiencing pain in my upper abdomen.",gastroesophageal reflux disease,"1. gastroesophageal reflux disease (gerd) - [true]
2. esophageal stricture - [true]
3. peptic ulcer disease - [also_possible]
4. achalasia - [more_info]","1. gastroesophageal reflux disease (gerd) - [true]
2. esophageal cancer - [also_possible]
3. achalasia - [also_possible]
4. peptic ulcer disease - [more_info]

",1,1,1,1,1,1
208,I've been experiencing stiffness and weakness in my neck muscles recently. I've also been having trouble running and walking because of the stiffness in my joints.,arthritis,"1. cervical spondylosis - [true]
2. rheumatoid arthritis - [also_possible]
3. multiple sclerosis - [more_info]","1. cervical spondylosis - [more_info]
2. rheumatoid arthritis - [more_info]
3. fibromyalgia - [more_info]
",0,1,1,0,1,1
209,I've been experiencing stiffness and weakness in my neck muscles recently. I've also been having trouble running and walking because of the stiffness in my joints.,arthritis,"1. cervical spondylosis - [true]
2. rheumatoid arthritis - [also_possible]
3. multiple sclerosis - [more_info]","1. cervical spondylosis - [more_info]
2. rheumatoid arthritis - [more_info]
3. fibromyalgia - [more_info]
",0,1,1,0,1,1
210,I have a sore throat and I sneeze a lot. Sometimes my eyes and lips swell up. I can't stop sneezing once I start.,allergy,"1. allergic rhinitis - [true]
2. allergic conjunctivitis - [true]
3. viral pharyngitis - [false]
4. bacterial pharyngitis - [false]
5. anaphylaxis - [more_info]","1. allergic rhinitis - [true]
2. common cold - [also_possible]
3. angioedema - [more_info]
",0,0,0,0,0,0
211,I have a sore throat and I sneeze a lot. Sometimes my eyes and lips swell up. I can't stop sneezing once I start.,allergy,"1. allergic rhinitis - [true]
2. viral pharyngitis - [true]
3. allergic conjunctivitis - [also_possible]
4. bacterial pharyngitis - [false]","1. allergic rhinitis - [true]
2. common cold - [also_possible]
3. angioedema - [more_info]
",0,0,0,0,0,0
212,"I have a lot of rashes and skin irritations, especially in the crevices of my skin. My skin bruises and cuts also take a long time to heal.",diabetes,"1. eczema - [true]
2. psoriasis - [also_possible]
3. dermatitis - [true]
4. diabetes-related skin conditions - [true]
5. allergic reactions - [false]","1.  ehlers-danlos syndrome - [more_info]
2.  skin infections (e.g., fungal, bacterial) - [more_info]
3.  scurvy - [more_info]
",0,0,1,0,0,0
213,"I have a lot of rashes and skin irritations, especially in the crevices of my skin. My skin bruises and cuts also take a long time to heal.",diabetes,"1. eczema - [true]
2. psoriasis - [also_possible]
3. dermatitis - [true]
4. diabetes-related skin conditions - [true]
5. allergic reactions - [false]","1. ehlers-danlos syndrome - [more_info]
2.  chronic granulomatous disease - [more_info]
3.  scurvy - [more_info]
",0,0,1,0,0,0
214,I have been having a lot of pain in my neck and back. I also have been coughing a lot and I feel weak in my arms and legs. I have also been dizzy and I have trouble balancing myself.,cervical spondylosis,"1. cervical radiculopathy - [false]
2. multiple sclerosis - [true]
3. myasthenia gravis - [also_possible]
4. spinal stenosis - [false]
5. pneumonia - [true]","1. cervical spondylosis - [possible]
2. multiple sclerosis (ms) - [possible]
3. spinal cord compression - [possible]
4. pneumonia - [possible]
5. influenza - [possible]

**note:**  the symptoms described are non-specific and could indicate a variety of conditions.  this list represents possibilities based on the information provided.  a proper diagnosis requires a thorough medical examination, including neurological assessment, imaging studies (like x-rays, mri, ct), and potentially blood tests.  the possibilities listed here are not exhaustive, and other conditions should be considered by a medical professional.
",0,0,0,1,1,1
215,I have been having a lot of pain in my neck and back. I also have been coughing a lot and I feel weak in my arms and legs. I have also been dizzy and I have trouble balancing myself.,cervical spondylosis,"1. cervical radiculopathy - [false]
2. multiple sclerosis - [more_info]
3. myasthenia gravis - [more_info]
4. pneumonia - [true]
5. meningitis - [more_info]","1. multiple sclerosis - [more_info]
2. cervical spondylosis - [more_info]
3. spinal cord compression - [more_info]
4. influenza - [more_info]


**note:**  the symptoms described (neck and back pain, cough, weakness in limbs, dizziness, balance problems) could be indicative of several serious conditions.  more information is needed to accurately assess the situation.  a proper diagnosis requires a thorough medical examination, including neurological tests and imaging (like an mri).  this response is for informational purposes only and should not be considered medical advice.
",0,0,0,0,1,1
216,I have a rash on my nose that started out small but has gotten bigger and is now red and oozing. It hurts and I think it might be an infection.,impetigo,"1. bacterial skin infection (e.g., impetigo) - [true]
2. fungal infection (e.g., ringworm) - [false]
3. contact dermatitis - [also_possible]
4. herpes simplex virus infection - [false]","1. cellulitis - [true]
2. impetigo - [also_possible]
3. rosacea - [more_info]
4. lupus - [false]

",1,1,1,0,1,1
217,I have a rash on my nose that started out small but has gotten bigger and is now red and oozing. It hurts and I think it might be an infection.,impetigo,"1. bacterial skin infection (e.g., impetigo) - [true]
2. fungal infection (e.g., ringworm) - [false]
3. contact dermatitis - [also_possible]
4. herpes simplex virus infection - [false]","1. cellulitis - [true]
2. impetigo - [also_possible]
3. rosacea - [more_info]
",1,1,1,0,1,1
218,"I have a sore throat and a scratchy voice every morning. My throat hurts all the time, and I have bad breath. I also burp a lot.",gastroesophageal reflux disease,"1. gastroesophageal reflux disease (gerd) - [true]
2. chronic pharyngitis - [true]
3. tonsillitis - [also_possible]
4. laryngitis - [false]
5. strep throat - [false]","1. gastroesophageal reflux disease (gerd) - [true]
2. pharyngitis - [also_possible]
3. laryngitis - [also_possible]
4. tonsillitis - [more_info]
",1,1,1,1,1,1
219,"I have a sore throat and a scratchy voice every morning. My throat hurts all the time, and I have bad breath. I also burp a lot.",gastroesophageal reflux disease,"1. gastroesophageal reflux disease (gerd) - [true]
2. chronic pharyngitis - [true]
3. tonsillitis - [also_possible]
4. laryngitis - [false]
5. strep throat - [false]","1. gastroesophageal reflux disease (gerd) - [true]
2. pharyngitis - [also_possible]
3. laryngitis - [true]
4. tonsillitis - [more_info]
",1,1,1,1,1,1
220,"I have a rash all over my body, and I can't stop scratching because my skin is itchy. My skin also has a few spots where the color is different and some lumps and knot-like pimples.",fungal infection,"1. eczema - [true]
2. psoriasis - [also_possible]
3. contact dermatitis - [true]
4. hives (urticaria) - [false]
5. folliculitis - [false]","1. atopic dermatitis (eczema) - [also_possible]
2. psoriasis - [also_possible]
3. allergic contact dermatitis - [also_possible]
4. scabies - [also_possible]
5.  urticaria (hives) - [also_possible]

**note:**  the widespread rash, intense itching, and presence of differently colored spots and lumps make several conditions possible.  more information (e.g., the appearance of the rash, duration of symptoms, recent exposures, family history of skin conditions) is needed to narrow down the diagnosis.  a physical examination by a dermatologist would be crucial.
",0,0,0,0,0,0
221,"I have a rash all over my body, and I can't stop scratching because my skin is itchy. My skin also has a few spots where the color is different and some lumps and knot-like pimples.",fungal infection,"1. eczema - [true]
2. psoriasis - [also_possible]
3. contact dermatitis - [false]
4. hives (urticaria) - [false]
5. folliculitis - [false]","1. atopic dermatitis (eczema) - [also_possible]
2. psoriasis - [also_possible]
3. allergic contact dermatitis - [also_possible]
4.  scabies - [also_possible]
5.  urticaria (hives) - [also_possible]


**note:**  the widespread rash, intense itching, varied skin discoloration, and presence of lumps/pimples point to several possibilities.  more information (e.g., rash characteristics, duration, family history of skin conditions, recent exposures, other symptoms) is needed for a more precise assessment.  all listed conditions are possible based on the initial description.  further investigation is required to rule some out or confirm a diagnosis.
",0,0,0,0,0,0
222,I have a rash all over my body and it's really itchy. I'm also vomiting and my joints hurt. ,dengue,"1. allergic reaction - [true]
2. eczema - [false]
3. psoriasis - [false]
4. viral infection (e.g., measles) - [also_possible]
5. autoimmune disease (e.g., lupus) - [more_info]","1. systemic lupus erythematosus - [more_info]
2. measles - [more_info]
3. chickenpox - [more_info]
4.  drug reaction - [more_info]

",0,0,0,0,0,0
223,I have a rash all over my body and it's really itchy. I'm also vomiting and my joints hurt. ,dengue,"1. allergic reaction - [true]
2. eczema - [false]
3. psoriasis - [false]
4. viral infection - [also_possible]
5. autoimmune disease - [more_info]","1. systemic lupus erythematosus - [more_info]
2. measles - [more_info]
3. chickenpox - [more_info]
4. drug reaction - [more_info]
",0,0,0,0,0,0
224,"I have been having headaches and digestive issues, including acid reflux and indigestion, for a while now. I also have a sore neck, depression, irritability, and visual disturbance.",migraine,"1. migraine - [true]
2. tension-type headache - [true]
3. gastroesophageal reflux disease (gerd) - [true]
4. cervical spondylosis - [also_possible]
5. depression - [true]
6. anxiety disorder - [false]
7. cluster headache - [false]
8. multiple sclerosis - [more_info]","1. migraine - [true]
2. gastroesophageal reflux disease (gerd) - [true]
3. depression - [also_possible]
4. multiple sclerosis (ms) - [more_info]
5. brain tumor - [more_info]

**reasoning:**

headaches, digestive issues (acid reflux and indigestion), sore neck, and visual disturbances are common symptoms that overlap in several conditions.  migraine is strongly suggested by the combination of headaches and visual disturbances. gerd is suggested by the digestive issues. depression and irritability are also present.  however, the combination of these symptoms, especially the visual disturbances and neck pain, warrants further investigation into conditions like ms and brain tumors, although these are less likely based solely on the provided information.  more information is needed to properly assess these possibilities.
",1,1,1,1,1,1
